Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008
"42003468700","14000US42003468700","Census Tract 4687","Census Tract 4687, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006324",,,,,"42","003",,,,"468700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50606,778,638,594,44,65,0,0,14,6,55
"42003468800","14000US42003468800","Census Tract 4688","Census Tract 4688, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006325",,,,,"42","003",,,,"468800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43276,1463,1265,1121,144,75,0,9,82,0,32
"42003468900","14000US42003468900","Census Tract 4689","Census Tract 4689, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006326",,,,,"42","003",,,,"468900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48381,1929,1474,1241,233,202,0,20,107,18,108
"42003469000","14000US42003469000","Census Tract 4690","Census Tract 4690, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006327",,,,,"42","003",,,,"469000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84952,2641,2130,1879,251,290,0,0,85,0,136
"42003470300","14000US42003470300","Census Tract 4703","Census Tract 4703, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006328",,,,,"42","003",,,,"470300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62131,1778,1491,1431,60,138,0,0,20,8,121
"42003470400","14000US42003470400","Census Tract 4704","Census Tract 4704, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006329",,,,,"42","003",,,,"470400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78703,1535,1329,1231,98,80,0,0,9,25,92
"42003470501","14000US42003470501","Census Tract 4705.01","Census Tract 4705.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006330",,,,,"42","003",,,,"470501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75947,2129,1469,1159,310,436,0,0,76,0,148
"42003470502","14000US42003470502","Census Tract 4705.02","Census Tract 4705.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006331",,,,,"42","003",,,,"470502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78179,1442,1220,1083,137,122,0,0,17,0,83
"42003470600","14000US42003470600","Census Tract 4706","Census Tract 4706, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006332",,,,,"42","003",,,,"470600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50542,1626,1471,1356,115,136,0,0,19,0,0
"42003471000","14000US42003471000","Census Tract 4710","Census Tract 4710, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006333",,,,,"42","003",,,,"471000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44135,719,598,550,48,37,0,0,44,8,32
"42003472100","14000US42003472100","Census Tract 4721","Census Tract 4721, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006334",,,,,"42","003",,,,"472100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49239,1328,855,765,90,332,0,0,14,29,98
"42003472200","14000US42003472200","Census Tract 4722","Census Tract 4722, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006335",,,,,"42","003",,,,"472200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77813,1465,1054,1006,48,332,0,0,15,0,64
"42003472300","14000US42003472300","Census Tract 4723","Census Tract 4723, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006336",,,,,"42","003",,,,"472300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57639,1360,1041,942,99,276,0,0,30,1,12
"42003472400","14000US42003472400","Census Tract 4724","Census Tract 4724, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006337",,,,,"42","003",,,,"472400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82679,1020,805,691,114,146,0,0,25,20,24
"42003473100","14000US42003473100","Census Tract 4731","Census Tract 4731, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006338",,,,,"42","003",,,,"473100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87560,2574,1969,1813,156,277,0,0,109,0,219
"42003473200","14000US42003473200","Census Tract 4732","Census Tract 4732, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006339",,,,,"42","003",,,,"473200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69224,1559,1126,1020,106,252,0,0,95,0,86
"42003473300","14000US42003473300","Census Tract 4733","Census Tract 4733, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006340",,,,,"42","003",,,,"473300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101366,2648,2167,1859,308,291,0,19,34,0,137
"42003473401","14000US42003473401","Census Tract 4734.01","Census Tract 4734.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006341",,,,,"42","003",,,,"473401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74948,1795,1244,1105,139,225,0,11,101,10,204
"42003473402","14000US42003473402","Census Tract 4734.02","Census Tract 4734.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006342",,,,,"42","003",,,,"473402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108056,1746,1365,1199,166,155,0,0,33,0,193
"42003473500","14000US42003473500","Census Tract 4735","Census Tract 4735, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006343",,,,,"42","003",,,,"473500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133965,1746,1484,1250,234,200,0,0,18,9,35
"42003473601","14000US42003473601","Census Tract 4736.01","Census Tract 4736.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006344",,,,,"42","003",,,,"473601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000,1541,1247,1185,62,91,0,0,16,16,171
"42003473602","14000US42003473602","Census Tract 4736.02","Census Tract 4736.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006345",,,,,"42","003",,,,"473602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85673,2037,1764,1579,185,172,0,0,2,22,77
"42003474101","14000US42003474101","Census Tract 4741.01","Census Tract 4741.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006346",,,,,"42","003",,,,"474101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119271,1728,1499,1365,134,90,0,0,0,8,131
"42003474102","14000US42003474102","Census Tract 4741.02","Census Tract 4741.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006347",,,,,"42","003",,,,"474102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118958,1646,1384,1261,123,71,0,0,14,21,156
"42003474201","14000US42003474201","Census Tract 4742.01","Census Tract 4742.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006348",,,,,"42","003",,,,"474201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112917,1174,933,883,50,132,5,0,14,6,84
"42003474202","14000US42003474202","Census Tract 4742.02","Census Tract 4742.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006349",,,,,"42","003",,,,"474202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138194,2243,1739,1631,108,139,0,0,26,28,311
"42003474203","14000US42003474203","Census Tract 4742.03","Census Tract 4742.03, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006350",,,,,"42","003",,,,"474203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127865,2204,1742,1694,48,210,0,0,41,12,199
"42003475101","14000US42003475101","Census Tract 4751.01","Census Tract 4751.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006351",,,,,"42","003",,,,"475101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57000,2368,1699,1456,243,541,0,17,0,0,111
"42003475102","14000US42003475102","Census Tract 4751.02","Census Tract 4751.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006352",,,,,"42","003",,,,"475102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82596,828,644,616,28,97,0,5,13,5,64
"42003475200","14000US42003475200","Census Tract 4752","Census Tract 4752, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006353",,,,,"42","003",,,,"475200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82536,2252,1877,1765,112,204,0,0,7,22,142
"42003475301","14000US42003475301","Census Tract 4753.01","Census Tract 4753.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006354",,,,,"42","003",,,,"475301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58388,2512,2094,1992,102,267,0,0,41,0,110
"42003475303","14000US42003475303","Census Tract 4753.03","Census Tract 4753.03, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006355",,,,,"42","003",,,,"475303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85450,1823,1541,1469,72,163,0,0,10,25,84
"42003475304","14000US42003475304","Census Tract 4753.04","Census Tract 4753.04, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006356",,,,,"42","003",,,,"475304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89300,2991,2507,2339,168,167,0,0,21,54,242
"42003475401","14000US42003475401","Census Tract 4754.01","Census Tract 4754.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006357",,,,,"42","003",,,,"475401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81589,1777,1452,1322,130,197,0,0,8,23,97
"42003475402","14000US42003475402","Census Tract 4754.02","Census Tract 4754.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006358",,,,,"42","003",,,,"475402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80556,1515,1175,1105,70,140,0,9,24,18,149
"42003476100","14000US42003476100","Census Tract 4761","Census Tract 4761, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006359",,,,,"42","003",,,,"476100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53467,2782,2051,1812,239,419,0,0,108,43,161
"42003476200","14000US42003476200","Census Tract 4762","Census Tract 4762, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006360",,,,,"42","003",,,,"476200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64269,1965,1649,1483,166,217,11,0,12,12,64
"42003477100","14000US42003477100","Census Tract 4771","Census Tract 4771, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006361",,,,,"42","003",,,,"477100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77692,1618,1448,1381,67,117,0,0,6,7,40
"42003477200","14000US42003477200","Census Tract 4772","Census Tract 4772, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006362",,,,,"42","003",,,,"477200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63045,1838,1574,1492,82,185,0,0,0,0,79
"42003477300","14000US42003477300","Census Tract 4773","Census Tract 4773, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006363",,,,,"42","003",,,,"477300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56071,3058,2519,2061,458,265,0,10,123,62,79
"42003478100","14000US42003478100","Census Tract 4781","Census Tract 4781, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006364",,,,,"42","003",,,,"478100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53333,2328,1966,1647,319,235,0,0,36,20,71
"42003478200","14000US42003478200","Census Tract 4782","Census Tract 4782, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006365",,,,,"42","003",,,,"478200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58175,2589,2088,1780,308,183,0,0,146,31,141
"42003479000","14000US42003479000","Census Tract 4790","Census Tract 4790, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006366",,,,,"42","003",,,,"479000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,1040,951,783,168,45,0,0,9,0,35
"42003480101","14000US42003480101","Census Tract 4801.01","Census Tract 4801.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006367",,,,,"42","003",,,,"480101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49948,2791,2372,2010,362,243,0,0,93,18,65
"42003480102","14000US42003480102","Census Tract 4801.02","Census Tract 4801.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006368",,,,,"42","003",,,,"480102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60043,1483,1337,1251,86,64,0,0,23,25,34
"42003480200","14000US42003480200","Census Tract 4802","Census Tract 4802, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006369",,,,,"42","003",,,,"480200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77683,1614,1287,1178,109,191,0,0,12,0,124
"42003480300","14000US42003480300","Census Tract 4803","Census Tract 4803, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006370",,,,,"42","003",,,,"480300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,1724,1519,1250,269,53,8,27,0,25,92
"42003480400","14000US42003480400","Census Tract 4804","Census Tract 4804, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006371",,,,,"42","003",,,,"480400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73571,2123,2012,1764,248,56,0,0,1,0,54
"42003481000","14000US42003481000","Census Tract 4810","Census Tract 4810, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006372",,,,,"42","003",,,,"481000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42588,1434,865,722,143,414,0,0,105,36,14
"42003482500","14000US42003482500","Census Tract 4825","Census Tract 4825, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006373",,,,,"42","003",,,,"482500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52917,943,834,759,75,69,0,0,18,3,19
"42003483800","14000US42003483800","Census Tract 4838","Census Tract 4838, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006374",,,,,"42","003",,,,"483800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24231,1166,588,526,62,476,0,2,75,17,8
"42003484300","14000US42003484300","Census Tract 4843","Census Tract 4843, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006375",,,,,"42","003",,,,"484300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34278,1653,1187,1020,167,305,0,0,52,77,32
"42003484500","14000US42003484500","Census Tract 4845","Census Tract 4845, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006376",,,,,"42","003",,,,"484500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51974,3030,2590,2363,227,183,0,0,72,17,168
"42003484600","14000US42003484600","Census Tract 4846","Census Tract 4846, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006377",,,,,"42","003",,,,"484600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41068,891,652,574,78,81,0,0,69,0,89
"42003485000","14000US42003485000","Census Tract 4850","Census Tract 4850, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006378",,,,,"42","003",,,,"485000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500,616,502,418,84,67,0,0,16,13,18
"42003486700","14000US42003486700","Census Tract 4867","Census Tract 4867, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006379",,,,,"42","003",,,,"486700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16708,901,419,312,107,386,0,6,49,6,35
"42003486800","14000US42003486800","Census Tract 4868","Census Tract 4868, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006380",,,,,"42","003",,,,"486800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35250,632,510,469,41,43,0,0,35,27,17
"42003486900","14000US42003486900","Census Tract 4869","Census Tract 4869, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006381",,,,,"42","003",,,,"486900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29671,491,361,309,52,94,0,0,0,0,36
"42003487000","14000US42003487000","Census Tract 4870","Census Tract 4870, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006382",,,,,"42","003",,,,"487000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34583,842,745,670,75,68,0,0,7,15,7
"42003488100","14000US42003488100","Census Tract 4881","Census Tract 4881, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006383",,,,,"42","003",,,,"488100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49881,1054,977,922,55,29,13,0,22,0,13
"42003488200","14000US42003488200","Census Tract 4882","Census Tract 4882, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006384",,,,,"42","003",,,,"488200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49960,1399,1255,1049,206,94,0,0,16,34,0
"42003488300","14000US42003488300","Census Tract 4883","Census Tract 4883, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006385",,,,,"42","003",,,,"488300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60208,1091,998,823,175,11,0,0,34,6,42
"42003488400","14000US42003488400","Census Tract 4884","Census Tract 4884, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006386",,,,,"42","003",,,,"488400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44600,2190,1929,1527,402,137,0,0,21,28,75
"42003488500","14000US42003488500","Census Tract 4885","Census Tract 4885, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006387",,,,,"42","003",,,,"488500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56618,1519,1319,1238,81,78,0,0,70,13,39
"42003488600","14000US42003488600","Census Tract 4886","Census Tract 4886, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006388",,,,,"42","003",,,,"488600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62176,2382,2261,2130,131,13,0,0,48,13,47
"42003489001","14000US42003489001","Census Tract 4890.01","Census Tract 4890.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006389",,,,,"42","003",,,,"489001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59813,2260,2070,1784,286,105,8,0,20,0,57
"42003489002","14000US42003489002","Census Tract 4890.02","Census Tract 4890.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006390",,,,,"42","003",,,,"489002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85956,2071,1741,1558,183,141,0,0,49,0,140
"42003490002","14000US42003490002","Census Tract 4900.02","Census Tract 4900.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006391",,,,,"42","003",,,,"490002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52637,2412,2200,2008,192,73,0,0,31,10,98
"42003490003","14000US42003490003","Census Tract 4900.03","Census Tract 4900.03, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006392",,,,,"42","003",,,,"490003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80729,2082,1726,1498,228,214,0,0,35,12,95
"42003490004","14000US42003490004","Census Tract 4900.04","Census Tract 4900.04, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006393",,,,,"42","003",,,,"490004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87194,2754,2381,2159,222,199,0,0,25,29,120
"42003491101","14000US42003491101","Census Tract 4911.01","Census Tract 4911.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006394",,,,,"42","003",,,,"491101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105944,3404,3025,2894,131,53,0,0,0,16,310
"42003491200","14000US42003491200","Census Tract 4912","Census Tract 4912, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006395",,,,,"42","003",,,,"491200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76667,1168,1110,994,116,13,8,0,13,0,24
"42003492700","14000US42003492700","Census Tract 4927","Census Tract 4927, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006396",,,,,"42","003",,,,"492700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31473,986,900,716,184,33,0,0,6,26,21
"42003492800","14000US42003492800","Census Tract 4928","Census Tract 4928, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006397",,,,,"42","003",,,,"492800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28620,872,690,602,88,134,0,0,13,0,35
"42003492900","14000US42003492900","Census Tract 4929","Census Tract 4929, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006398",,,,,"42","003",,,,"492900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33750,841,668,561,107,173,0,0,0,0,0
"42003494000","14000US42003494000","Census Tract 4940","Census Tract 4940, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006399",,,,,"42","003",,,,"494000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38897,678,607,578,29,38,0,0,20,5,8
"42003495000","14000US42003495000","Census Tract 4950","Census Tract 4950, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006400",,,,,"42","003",,,,"495000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60417,1562,1423,1326,97,11,0,0,22,9,97
"42003496101","14000US42003496101","Census Tract 4961.01","Census Tract 4961.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006401",,,,,"42","003",,,,"496101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80511,1475,1367,1264,103,28,0,0,11,0,69
"42003496102","14000US42003496102","Census Tract 4961.02","Census Tract 4961.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006402",,,,,"42","003",,,,"496102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59742,2039,1949,1845,104,37,0,0,9,0,44
"42003496200","14000US42003496200","Census Tract 4962","Census Tract 4962, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006403",,,,,"42","003",,,,"496200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57771,2959,2790,2614,176,61,0,16,37,0,55
"42003497000","14000US42003497000","Census Tract 4970","Census Tract 4970, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006404",,,,,"42","003",,,,"497000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61607,501,467,429,38,9,0,0,5,3,17
"42003498000","14000US42003498000","Census Tract 4980","Census Tract 4980, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006405",,,,,"42","003",,,,"498000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52039,1266,1198,1090,108,13,0,6,23,5,21
"42003499300","14000US42003499300","Census Tract 4993","Census Tract 4993, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006406",,,,,"42","003",,,,"499300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48125,837,809,778,31,18,0,0,0,0,10
"42003499400","14000US42003499400","Census Tract 4994","Census Tract 4994, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006407",,,,,"42","003",,,,"499400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31615,1320,1089,1014,75,65,13,0,93,12,48
"42003500300","14000US42003500300","Census Tract 5003","Census Tract 5003, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006408",,,,,"42","003",,,,"500300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52520,1861,1718,1501,217,70,12,0,0,15,46
"42003501000","14000US42003501000","Census Tract 5010","Census Tract 5010, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006409",,,,,"42","003",,,,"501000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34397,730,668,599,69,26,0,0,11,0,25
"42003503002","14000US42003503002","Census Tract 5030.02","Census Tract 5030.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006410",,,,,"42","003",,,,"503002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54427,2867,2639,2408,231,77,19,0,84,0,48
"42003504100","14000US42003504100","Census Tract 5041","Census Tract 5041, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006411",,,,,"42","003",,,,"504100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40402,2125,1689,1524,165,280,0,0,28,46,82
"42003507000","14000US42003507000","Census Tract 5070","Census Tract 5070, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006412",,,,,"42","003",,,,"507000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45292,994,891,832,59,24,0,0,11,5,63
"42003508000","14000US42003508000","Census Tract 5080","Census Tract 5080, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006413",,,,,"42","003",,,,"508000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27561,610,543,417,126,31,0,0,16,0,20
"42003509400","14000US42003509400","Census Tract 5094","Census Tract 5094, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006414",,,,,"42","003",,,,"509400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30643,2366,2101,1847,254,92,0,0,14,0,159
"42003510000","14000US42003510000","Census Tract 5100","Census Tract 5100, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006415",,,,,"42","003",,,,"510000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25848,759,475,434,41,232,0,0,5,0,47
"42003512000","14000US42003512000","Census Tract 5120","Census Tract 5120, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006416",,,,,"42","003",,,,"512000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39306,1079,896,697,199,62,0,0,44,12,65
"42003512800","14000US42003512800","Census Tract 5128","Census Tract 5128, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006417",,,,,"42","003",,,,"512800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20848,432,239,202,37,174,0,0,14,0,5
